ShipmentID,ProductID,WarehouseID,Carrier,ShipDate,RequestedDate,DeliveredDate,Qty,Revenue,FreightCost,OnTimeFlag,TransitDays
80821,101,2,RegionalX,2024-06-26,2024-06-29,2024-06-28,20,24.0,0.83,1,2
80822,111,1,GroundCo,2024-06-26,2024-07-02,2024-06-29,100,950.0,34.95,1,3
80823,112,1,GroundCo,2024-06-26,2024-07-01,2024-06-29,75,1181.25,52.62,1,3
80824,110,3,GroundCo,2024-06-26,2024-07-01,2024-07-01,75,618.75,23.41,1,5
80825,102,2,RegionalX,2024-06-26,2024-06-29,2024-06-28,50,80.0,3.05,1,2
80826,105,2,RegionalX,2024-06-27,2024-06-30,2024-06-29,40,260.0,10.03,1,2
80827,109,3,GroundCo,2024-06-27,2024-07-03,2024-06-30,40,480.0,19.5,1,3
80828,108,1,GroundCo,2024-06-27,2024-07-01,2024-06-30,10,54.0,1.73,1,3
80829,113,2,RegionalX,2024-06-28,2024-07-03,2024-06-30,20,59.0,2.63,1,2
80830,104,3,RegionalX,2024-06-28,2024-07-01,2024-07-02,75,33.75,0.81,0,4
80831,101,4,RegionalX,2024-06-28,2024-07-02,2024-07-01,20,24.0,1.01,1,3
80832,105,2,GroundCo,2024-06-29,2024-07-04,2024-07-03,25,162.5,4.44,1,4
80833,106,3,GroundCo,2024-06-29,2024-07-05,2024-07-04,75,742.5,29.16,1,5
80834,103,1,AirFast,2024-06-29,2024-07-01,2024-07-01,50,37.5,1.9,1,2
80835,112,4,GroundCo,2024-06-29,2024-07-05,2024-07-02,100,1575.0,54.38,1,3
80836,102,2,GroundCo,2024-06-30,2024-07-05,2024-07-03,40,64.0,2.33,1,3
80837,111,2,GroundCo,2024-06-30,2024-07-06,2024-07-05,40,380.0,12.26,1,5
80838,110,1,GroundCo,2024-06-30,2024-07-06,2024-07-03,10,82.5,2.42,1,3
80839,108,3,GroundCo,2024-06-30,2024-07-04,2024-07-07,10,54.0,1.59,0,7
80840,109,2,RegionalX,2024-06-30,2024-07-05,2024-07-04,40,480.0,25.81,1,4
80841,108,2,GroundCo,2024-07-01,2024-07-07,2024-07-06,25,135.0,4.5,1,5
80842,101,2,RegionalX,2024-07-01,2024-07-04,2024-07-04,50,60.0,3.19,1,3
80843,107,1,GroundCo,2024-07-01,2024-07-06,2024-07-06,20,76.0,3.05,1,5
80844,104,2,GroundCo,2024-07-01,2024-07-05,2024-07-08,25,11.25,0.3,0,7
80845,103,3,GroundCo,2024-07-01,2024-07-06,2024-07-04,20,15.0,0.36,1,3
80846,103,3,GroundCo,2024-07-01,2024-07-05,2024-07-05,20,15.0,0.34,1,4
80847,103,3,GroundCo,2024-07-02,2024-07-07,2024-07-07,20,15.0,0.46,1,5
80848,112,2,AirFast,2024-07-02,2024-07-04,2024-07-04,75,1181.25,81.26,1,2
80849,115,1,GroundCo,2024-07-02,2024-07-06,2024-07-06,25,174.75,7.18,1,4
80850,114,4,RegionalX,2024-07-02,2024-07-05,2024-07-06,50,230.0,10.24,0,4
80851,104,2,RegionalX,2024-07-03,2024-07-07,2024-07-05,25,11.25,0.35,1,2
80852,113,4,AirFast,2024-07-03,2024-07-04,2024-07-04,75,221.25,11.01,1,1
80853,105,4,GroundCo,2024-07-03,2024-07-09,2024-07-06,40,260.0,7.92,1,3
80854,111,4,GroundCo,2024-07-04,2024-07-08,2024-07-09,40,380.0,13.13,0,5
80855,102,4,RegionalX,2024-07-04,2024-07-09,2024-07-08,25,40.0,2.12,1,4
80856,113,1,GroundCo,2024-07-04,2024-07-10,2024-07-09,20,59.0,1.75,1,5
80857,108,4,GroundCo,2024-07-04,2024-07-09,2024-07-09,10,54.0,2.01,1,5
80858,110,4,GroundCo,2024-07-04,2024-07-09,2024-07-09,100,825.0,35.36,1,5
80859,102,2,AirFast,2024-07-04,2024-07-06,2024-07-05,50,80.0,5.05,1,1
80860,115,3,GroundCo,2024-07-05,2024-07-11,2024-07-09,100,699.0,23.4,1,4
80861,108,3,GroundCo,2024-07-05,2024-07-10,2024-07-08,100,540.0,22.4,1,3
80862,111,3,GroundCo,2024-07-05,2024-07-11,2024-07-08,25,237.5,8.3,1,3
80863,103,3,GroundCo,2024-07-05,2024-07-10,2024-07-10,10,7.5,0.16,1,5
80864,102,3,RegionalX,2024-07-05,2024-07-10,2024-07-07,50,80.0,2.89,1,2
80865,103,2,RegionalX,2024-07-06,2024-07-10,2024-07-09,40,30.0,1.14,1,3
80866,104,4,GroundCo,2024-07-06,2024-07-11,2024-07-11,25,11.25,0.32,1,5
80867,111,1,GroundCo,2024-07-06,2024-07-10,2024-07-11,75,712.5,27.31,0,5
80868,107,1,GroundCo,2024-07-07,2024-07-12,2024-07-12,75,285.0,11.17,1,5
80869,114,4,AirFast,2024-07-07,2024-07-08,2024-07-08,100,460.0,32.57,1,1
80870,109,2,RegionalX,2024-07-07,2024-07-11,2024-07-09,10,120.0,6.64,1,2
80871,107,3,RegionalX,2024-07-07,2024-07-10,2024-07-11,100,380.0,12.34,0,4
80872,107,2,RegionalX,2024-07-07,2024-07-10,2024-07-09,25,95.0,4.47,1,2
80873,111,2,GroundCo,2024-07-07,2024-07-13,2024-07-12,40,380.0,11.89,1,5
80874,104,1,RegionalX,2024-07-08,2024-07-11,2024-07-12,20,9.0,0.29,0,4
80875,114,4,RegionalX,2024-07-08,2024-07-13,2024-07-11,75,345.0,13.62,1,3
80876,109,1,GroundCo,2024-07-08,2024-07-13,2024-07-11,25,300.0,11.6,1,3
80877,112,4,GroundCo,2024-07-08,2024-07-12,2024-07-12,75,1181.25,42.06,1,4
80878,111,4,RegionalX,2024-07-09,2024-07-12,2024-07-13,25,237.5,9.54,0,4
80879,105,3,GroundCo,2024-07-09,2024-07-13,2024-07-14,40,260.0,7.42,0,5
80880,106,4,GroundCo,2024-07-09,2024-07-13,2024-07-13,100,990.0,36.66,1,4
80881,104,4,AirFast,2024-07-10,2024-07-12,2024-07-11,20,9.0,0.36,1,1
80882,104,2,AirFast,2024-07-10,2024-07-12,2024-07-11,50,22.5,1.24,1,1
80883,112,4,GroundCo,2024-07-10,2024-07-14,2024-07-15,25,393.75,13.15,0,5
80884,113,3,RegionalX,2024-07-10,2024-07-15,2024-07-18,75,221.25,8.38,0,8
80885,109,4,GroundCo,2024-07-10,2024-07-15,2024-07-14,40,480.0,21.84,1,4
80886,108,2,AirFast,2024-07-10,2024-07-12,2024-07-12,20,108.0,9.18,1,2
80887,111,2,RegionalX,2024-07-11,2024-07-15,2024-07-14,10,95.0,4.99,1,3
80888,107,2,RegionalX,2024-07-11,2024-07-14,2024-07-15,50,190.0,7.89,0,4
80889,102,4,AirFast,2024-07-11,2024-07-14,2024-07-13,25,40.0,3.21,1,2
80890,111,1,AirFast,2024-07-11,2024-07-14,2024-07-13,10,95.0,6.48,1,2
80891,109,2,RegionalX,2024-07-11,2024-07-15,2024-07-13,20,240.0,9.99,1,2
80892,115,2,GroundCo,2024-07-11,2024-07-15,2024-07-14,25,174.75,6.26,1,3
80893,104,4,AirFast,2024-07-12,2024-07-13,2024-07-18,100,45.0,2.35,0,6
80894,113,3,RegionalX,2024-07-12,2024-07-15,2024-07-14,20,59.0,1.71,1,2
80895,101,4,RegionalX,2024-07-12,2024-07-16,2024-07-15,40,48.0,2.56,1,3
80896,115,1,RegionalX,2024-07-12,2024-07-17,2024-07-18,50,349.5,14.65,0,6
80897,114,1,GroundCo,2024-07-12,2024-07-18,2024-07-16,40,184.0,5.6,1,4
80898,115,4,GroundCo,2024-07-12,2024-07-16,2024-07-16,10,69.9,2.71,1,4
80899,112,2,GroundCo,2024-07-13,2024-07-18,2024-07-16,75,1181.25,50.31,1,3
80900,104,3,GroundCo,2024-07-13,2024-07-19,2024-07-18,75,33.75,0.78,1,5
80901,104,3,GroundCo,2024-07-13,2024-07-18,2024-07-17,75,33.75,0.86,1,4
80902,110,1,RegionalX,2024-07-14,2024-07-19,2024-07-16,20,165.0,8.53,1,2
80903,110,3,RegionalX,2024-07-14,2024-07-19,2024-07-18,25,206.25,8.18,1,4
80904,112,4,RegionalX,2024-07-14,2024-07-19,2024-07-16,20,315.0,12.23,1,2
80905,105,4,GroundCo,2024-07-14,2024-07-18,2024-07-19,20,130.0,4.0,0,5
80906,110,1,GroundCo,2024-07-14,2024-07-20,2024-07-19,75,618.75,20.69,1,5
80907,106,2,RegionalX,2024-07-15,2024-07-19,2024-07-18,50,495.0,26.19,1,3
80908,108,2,RegionalX,2024-07-15,2024-07-18,2024-07-18,40,216.0,7.26,1,3
80909,102,3,GroundCo,2024-07-15,2024-07-19,2024-07-20,20,32.0,1.31,0,5
80910,113,1,RegionalX,2024-07-15,2024-07-19,2024-07-19,25,73.75,3.33,1,4
80911,112,2,GroundCo,2024-07-16,2024-07-21,2024-07-20,10,157.5,5.9,1,4
80912,105,1,AirFast,2024-07-16,2024-07-18,2024-07-17,10,65.0,4.07,1,1
80913,113,2,RegionalX,2024-07-16,2024-07-19,2024-07-20,75,221.25,8.19,0,4
80914,101,3,GroundCo,2024-07-16,2024-07-22,2024-07-19,10,12.0,0.5,1,3
80915,109,3,GroundCo,2024-07-17,2024-07-21,2024-07-22,20,240.0,9.35,0,5
80916,102,1,GroundCo,2024-07-17,2024-07-21,2024-07-20,75,120.0,4.21,1,3
80917,108,2,GroundCo,2024-07-17,2024-07-21,2024-07-21,50,270.0,9.76,1,4
80918,110,4,RegionalX,2024-07-17,2024-07-22,2024-07-21,10,82.5,3.08,1,4
80919,101,3,RegionalX,2024-07-18,2024-07-22,2024-07-20,50,60.0,2.41,1,2
80920,108,3,AirFast,2024-07-18,2024-07-20,2024-07-19,25,135.0,9.17,1,1
80921,111,3,RegionalX,2024-07-18,2024-07-21,2024-07-21,10,95.0,4.83,1,3
80922,109,4,GroundCo,2024-07-18,2024-07-22,2024-07-23,20,240.0,8.57,0,5
80923,115,4,GroundCo,2024-07-18,2024-07-24,2024-07-21,75,524.25,20.52,1,3
80924,113,2,GroundCo,2024-07-18,2024-07-23,2024-07-23,50,147.5,4.4,1,5
80925,115,2,RegionalX,2024-07-19,2024-07-23,2024-07-22,20,139.8,6.86,1,3
80926,114,2,RegionalX,2024-07-19,2024-07-23,2024-07-27,20,92.0,3.94,0,8
80927,113,4,RegionalX,2024-07-19,2024-07-22,2024-07-26,25,73.75,3.37,0,7
80928,114,3,GroundCo,2024-07-19,2024-07-24,2024-07-24,25,115.0,3.35,1,5
80929,105,4,RegionalX,2024-07-19,2024-07-23,2024-07-22,100,650.0,21.73,1,3
80930,106,2,AirFast,2024-07-20,2024-07-22,2024-07-22,100,990.0,64.34,1,2
80931,111,3,GroundCo,2024-07-20,2024-07-24,2024-07-24,25,237.5,7.46,1,4
80932,109,2,RegionalX,2024-07-20,2024-07-25,2024-07-23,50,600.0,24.0,1,3
80933,104,2,GroundCo,2024-07-20,2024-07-26,2024-07-23,40,18.0,0.48,1,3
80934,107,4,GroundCo,2024-07-20,2024-07-26,2024-07-23,50,190.0,4.97,1,3
80935,106,3,GroundCo,2024-07-20,2024-07-25,2024-07-23,40,396.0,16.87,1,3
80936,106,4,RegionalX,2024-07-21,2024-07-24,2024-07-25,100,990.0,38.25,0,4
80937,102,4,GroundCo,2024-07-21,2024-07-27,2024-07-25,50,80.0,2.97,1,4
80938,114,3,RegionalX,2024-07-21,2024-07-24,2024-07-25,20,92.0,4.04,0,4
80939,114,3,AirFast,2024-07-22,2024-07-25,2024-07-23,40,184.0,11.3,1,1
80940,104,4,GroundCo,2024-07-22,2024-07-28,2024-07-31,20,9.0,0.19,0,9
80941,112,1,GroundCo,2024-07-22,2024-07-27,2024-07-26,75,1181.25,50.36,1,4
80942,114,1,AirFast,2024-07-22,2024-07-24,2024-07-23,50,230.0,19.08,1,1
80943,109,3,RegionalX,2024-07-22,2024-07-26,2024-07-26,40,480.0,18.75,1,4
80944,110,1,AirFast,2024-07-23,2024-07-24,2024-07-25,100,825.0,70.64,0,2
80945,102,4,RegionalX,2024-07-23,2024-07-26,2024-07-26,20,32.0,1.66,1,3
80946,108,4,AirFast,2024-07-23,2024-07-24,2024-07-24,75,405.0,25.26,1,1
80947,108,4,AirFast,2024-07-24,2024-07-27,2024-07-26,40,216.0,18.36,1,2
80948,101,1,GroundCo,2024-07-24,2024-07-28,2024-07-27,40,48.0,1.75,1,3
80949,113,3,GroundCo,2024-07-24,2024-07-30,2024-07-29,75,221.25,8.05,1,5
80950,115,2,GroundCo,2024-07-24,2024-07-28,2024-07-27,20,139.8,3.74,1,3
80951,110,1,RegionalX,2024-07-24,2024-07-28,2024-07-31,50,412.5,21.23,0,7
80952,111,2,GroundCo,2024-07-25,2024-07-30,2024-08-01,20,190.0,7.86,0,7
80953,104,3,GroundCo,2024-07-25,2024-07-29,2024-07-29,40,18.0,0.33,1,4
80954,114,2,GroundCo,2024-07-25,2024-07-30,2024-07-28,40,184.0,6.64,1,3
80955,110,1,GroundCo,2024-07-25,2024-07-31,2024-08-05,20,165.0,4.73,0,11
80956,102,4,RegionalX,2024-07-26,2024-07-31,2024-08-04,25,40.0,1.54,0,9
80957,102,3,GroundCo,2024-07-26,2024-07-30,2024-07-31,50,80.0,2.21,0,5
80958,113,4,GroundCo,2024-07-26,2024-07-30,2024-07-30,100,295.0,10.36,1,4
80959,107,3,GroundCo,2024-07-26,2024-07-30,2024-07-30,75,285.0,11.14,1,4
80960,105,3,GroundCo,2024-07-27,2024-07-31,2024-07-30,100,650.0,18.14,1,3
80961,103,2,RegionalX,2024-07-27,2024-07-30,2024-07-29,100,75.0,3.08,1,2
80962,111,3,GroundCo,2024-07-27,2024-07-31,2024-07-30,40,380.0,15.73,1,3
80963,112,2,GroundCo,2024-07-28,2024-08-01,2024-07-31,10,157.5,5.34,1,3
80964,111,3,AirFast,2024-07-28,2024-07-31,2024-07-29,25,237.5,15.72,1,1
80965,115,4,GroundCo,2024-07-28,2024-08-01,2024-08-02,100,699.0,24.6,0,5
80966,113,2,GroundCo,2024-07-28,2024-08-02,2024-07-31,10,29.5,0.86,1,3
80967,102,4,GroundCo,2024-07-29,2024-08-04,2024-08-03,40,64.0,2.65,1,5
80968,101,3,GroundCo,2024-07-29,2024-08-02,2024-08-03,25,30.0,0.98,0,5
80969,110,1,GroundCo,2024-07-29,2024-08-04,2024-08-01,75,618.75,21.81,1,3
80970,104,1,RegionalX,2024-07-30,2024-08-03,2024-08-03,75,33.75,0.8,1,4
80971,104,3,GroundCo,2024-07-30,2024-08-04,2024-08-03,75,33.75,0.85,1,4
80972,109,3,RegionalX,2024-07-30,2024-08-03,2024-08-03,20,240.0,9.82,1,4
80973,112,1,RegionalX,2024-07-30,2024-08-03,2024-08-01,100,1575.0,90.28,1,2
80974,103,1,RegionalX,2024-07-31,2024-08-03,2024-08-02,20,15.0,0.54,1,2
80975,108,3,GroundCo,2024-07-31,2024-08-06,2024-08-03,100,540.0,18.48,1,3
80976,105,4,GroundCo,2024-07-31,2024-08-06,2024-08-04,25,162.5,5.09,1,4
80977,105,3,RegionalX,2024-08-01,2024-08-06,2024-08-03,40,260.0,11.91,1,2
80978,106,3,GroundCo,2024-08-01,2024-08-06,2024-08-06,25,247.5,7.34,1,5
80979,104,4,RegionalX,2024-08-01,2024-08-06,2024-08-03,10,4.5,0.15,1,2
80980,105,4,GroundCo,2024-08-01,2024-08-07,2024-08-06,10,65.0,1.88,1,5
80981,113,1,GroundCo,2024-08-02,2024-08-07,2024-08-05,75,221.25,6.89,1,3
80982,109,1,RegionalX,2024-08-02,2024-08-07,2024-08-06,25,300.0,12.42,1,4
80983,103,1,RegionalX,2024-08-02,2024-08-07,2024-08-04,75,56.25,2.29,1,2
80984,113,2,GroundCo,2024-08-02,2024-08-07,2024-08-06,50,147.5,3.5,1,4
80985,105,4,AirFast,2024-08-03,2024-08-05,2024-08-04,40,260.0,20.48,1,1
80986,105,1,GroundCo,2024-08-03,2024-08-09,2024-08-06,75,487.5,19.87,1,3
80987,110,1,GroundCo,2024-08-03,2024-08-07,2024-08-06,40,330.0,13.01,1,3
80988,113,2,GroundCo,2024-08-03,2024-08-09,2024-08-08,20,59.0,1.52,1,5
80989,114,3,GroundCo,2024-08-03,2024-08-07,2024-08-06,25,115.0,4.07,1,3
80990,110,2,GroundCo,2024-08-03,2024-08-09,2024-08-07,20,165.0,4.43,1,4
80991,109,3,GroundCo,2024-08-04,2024-08-10,2024-08-07,100,1200.0,50.86,1,3
80992,105,1,GroundCo,2024-08-04,2024-08-09,2024-08-09,50,325.0,10.19,1,5
80993,105,1,GroundCo,2024-08-04,2024-08-08,2024-08-08,25,162.5,5.74,1,4
80994,113,3,GroundCo,2024-08-05,2024-08-09,2024-08-14,10,29.5,1.09,0,9
80995,114,3,GroundCo,2024-08-05,2024-08-11,2024-08-10,100,460.0,17.94,1,5
80996,107,1,RegionalX,2024-08-05,2024-08-09,2024-08-09,100,380.0,14.07,1,4
80997,105,3,GroundCo,2024-08-05,2024-08-10,2024-08-11,100,650.0,16.94,0,6
80998,112,4,GroundCo,2024-08-05,2024-08-09,2024-08-10,40,630.0,20.9,0,5
80999,113,4,RegionalX,2024-08-05,2024-08-10,2024-08-09,100,295.0,13.12,1,4
81000,101,1,RegionalX,2024-08-06,2024-08-11,2024-08-16,100,120.0,4.24,0,10
81001,113,2,GroundCo,2024-08-06,2024-08-12,2024-08-16,75,221.25,7.7,0,10
81002,112,1,GroundCo,2024-08-06,2024-08-11,2024-08-11,100,1575.0,68.98,1,5
81003,101,4,RegionalX,2024-08-06,2024-08-11,2024-08-10,75,90.0,4.7,1,4
81004,104,2,GroundCo,2024-08-06,2024-08-10,2024-08-10,25,11.25,0.3,1,4
81005,112,4,RegionalX,2024-08-06,2024-08-10,2024-08-09,25,393.75,17.08,1,3
81006,105,4,RegionalX,2024-08-07,2024-08-11,2024-08-11,25,162.5,6.11,1,4
81007,113,2,GroundCo,2024-08-07,2024-08-13,2024-08-12,100,295.0,8.51,1,5
81008,106,2,RegionalX,2024-08-07,2024-08-10,2024-08-11,100,990.0,45.44,0,4
81009,113,2,GroundCo,2024-08-07,2024-08-11,2024-08-12,25,73.75,2.38,0,5
81010,110,4,RegionalX,2024-08-08,2024-08-12,2024-08-12,100,825.0,35.84,1,4
81011,106,4,AirFast,2024-08-08,2024-08-09,2024-08-09,100,990.0,57.69,1,1
81012,104,3,AirFast,2024-08-08,2024-08-11,2024-08-10,75,33.75,1.68,1,2
81013,107,1,GroundCo,2024-08-08,2024-08-14,2024-08-13,10,38.0,1.2,1,5
81014,105,2,RegionalX,2024-08-08,2024-08-12,2024-08-11,50,325.0,11.18,1,3
81015,110,1,GroundCo,2024-08-09,2024-08-14,2024-08-12,20,165.0,5.91,1,3
81016,111,3,GroundCo,2024-08-09,2024-08-15,2024-08-17,20,190.0,7.67,0,8
81017,108,2,GroundCo,2024-08-09,2024-08-13,2024-08-18,25,135.0,4.69,0,9
81018,108,4,RegionalX,2024-08-09,2024-08-12,2024-08-13,50,270.0,12.27,0,4
81019,111,4,RegionalX,2024-08-09,2024-08-13,2024-08-12,75,712.5,29.52,1,3
81020,115,2,GroundCo,2024-08-10,2024-08-14,2024-08-16,25,174.75,5.52,0,6
81021,114,2,RegionalX,2024-08-10,2024-08-13,2024-08-14,50,230.0,10.1,0,4
81022,109,3,GroundCo,2024-08-10,2024-08-16,2024-08-14,100,1200.0,52.15,1,4
81023,111,2,GroundCo,2024-08-10,2024-08-14,2024-08-14,50,475.0,16.25,1,4
81024,107,1,AirFast,2024-08-10,2024-08-11,2024-08-12,20,76.0,5.67,0,2
81025,108,2,GroundCo,2024-08-11,2024-08-15,2024-08-18,25,135.0,4.88,0,7
81026,115,1,RegionalX,2024-08-11,2024-08-15,2024-08-13,40,279.6,14.87,1,2
81027,104,4,GroundCo,2024-08-11,2024-08-17,2024-08-14,75,33.75,0.81,1,3
81028,115,4,GroundCo,2024-08-11,2024-08-17,2024-08-14,50,349.5,14.78,1,3
81029,101,3,RegionalX,2024-08-11,2024-08-14,2024-08-15,100,120.0,5.03,0,4
81030,112,2,GroundCo,2024-08-12,2024-08-16,2024-08-15,50,787.5,31.49,1,3
81031,108,1,GroundCo,2024-08-12,2024-08-17,2024-08-17,10,54.0,1.79,1,5
81032,107,4,RegionalX,2024-08-12,2024-08-16,2024-08-15,20,76.0,2.93,1,3
81033,112,4,RegionalX,2024-08-12,2024-08-15,2024-08-15,40,630.0,25.21,1,3
81034,111,1,GroundCo,2024-08-13,2024-08-17,2024-08-16,100,950.0,38.43,1,3
81035,101,1,RegionalX,2024-08-13,2024-08-16,2024-08-17,10,12.0,0.4,0,4
81036,106,4,GroundCo,2024-08-13,2024-08-19,2024-08-16,100,990.0,43.45,1,3
81037,104,4,GroundCo,2024-08-13,2024-08-18,2024-08-18,20,9.0,0.25,1,5
81038,110,3,RegionalX,2024-08-13,2024-08-18,2024-08-15,40,330.0,14.49,1,2
81039,101,1,AirFast,2024-08-14,2024-08-15,2024-08-15,100,120.0,10.65,1,1
81040,102,3,RegionalX,2024-08-14,2024-08-19,2024-08-16,50,80.0,3.61,1,2
81041,110,2,AirFast,2024-08-14,2024-08-16,2024-08-16,25,206.25,17.55,1,2
81042,113,4,AirFast,2024-08-14,2024-08-17,2024-08-15,75,221.25,13.16,1,1
81043,104,4,GroundCo,2024-08-14,2024-08-18,2024-08-18,40,18.0,0.48,1,4
81044,115,1,RegionalX,2024-08-14,2024-08-19,2024-08-18,10,69.9,3.11,1,4
81045,113,2,GroundCo,2024-08-15,2024-08-20,2024-08-19,20,59.0,2.16,1,4
81046,107,4,GroundCo,2024-08-15,2024-08-20,2024-08-18,10,38.0,1.15,1,3
81047,108,4,GroundCo,2024-08-15,2024-08-20,2024-08-20,100,540.0,14.9,1,5
81048,114,1,GroundCo,2024-08-15,2024-08-20,2024-08-20,10,46.0,1.75,1,5
81049,109,2,RegionalX,2024-08-15,2024-08-18,2024-08-17,75,900.0,54.14,1,2
81050,107,2,GroundCo,2024-08-15,2024-08-19,2024-08-20,50,190.0,7.42,0,5
81051,109,3,RegionalX,2024-08-16,2024-08-19,2024-08-18,10,120.0,7.01,1,2
81052,112,3,GroundCo,2024-08-16,2024-08-21,2024-08-21,20,315.0,12.39,1,5
81053,101,4,GroundCo,2024-08-16,2024-08-20,2024-08-21,75,90.0,3.76,0,5
81054,111,3,AirFast,2024-08-16,2024-08-17,2024-08-17,40,380.0,21.41,1,1
81055,110,2,RegionalX,2024-08-17,2024-08-21,2024-08-21,25,206.25,10.59,1,4
81056,111,3,GroundCo,2024-08-17,2024-08-23,2024-08-27,75,712.5,26.62,0,10
81057,107,4,GroundCo,2024-08-17,2024-08-21,2024-08-21,100,380.0,11.12,1,4
81058,101,4,GroundCo,2024-08-17,2024-08-22,2024-08-22,100,120.0,3.65,1,5
81059,102,2,AirFast,2024-08-18,2024-08-19,2024-08-19,40,64.0,4.08,1,1
81060,112,3,AirFast,2024-08-18,2024-08-21,2024-08-20,75,1181.25,83.19,1,2
81061,114,3,GroundCo,2024-08-18,2024-08-23,2024-08-21,10,46.0,1.79,1,3
81062,104,2,GroundCo,2024-08-19,2024-08-24,2024-08-22,10,4.5,0.09,1,3
81063,114,4,GroundCo,2024-08-19,2024-08-25,2024-08-22,100,460.0,14.25,1,3
81064,106,4,RegionalX,2024-08-19,2024-08-24,2024-08-23,40,396.0,21.54,1,4
81065,113,2,RegionalX,2024-08-19,2024-08-23,2024-08-21,75,221.25,10.15,1,2
81066,106,3,AirFast,2024-08-19,2024-08-21,2024-08-21,25,247.5,14.78,1,2
81067,107,2,AirFast,2024-08-19,2024-08-20,2024-08-21,50,190.0,11.3,0,2
81068,101,4,GroundCo,2024-08-20,2024-08-26,2024-08-25,20,24.0,0.7,1,5
81069,109,3,GroundCo,2024-08-20,2024-08-24,2024-08-25,75,900.0,27.29,0,5
81070,112,2,RegionalX,2024-08-20,2024-08-24,2024-08-22,25,393.75,19.99,1,2
81071,101,4,GroundCo,2024-08-20,2024-08-25,2024-08-23,10,12.0,0.49,1,3
81072,113,1,RegionalX,2024-08-20,2024-08-23,2024-08-23,10,29.5,1.35,1,3
81073,111,4,GroundCo,2024-08-20,2024-08-25,2024-08-25,50,475.0,14.24,1,5
81074,110,3,GroundCo,2024-08-21,2024-08-26,2024-08-24,75,618.75,21.18,1,3
81075,115,3,GroundCo,2024-08-21,2024-08-27,2024-08-25,25,174.75,7.47,1,4
81076,115,2,GroundCo,2024-08-21,2024-08-26,2024-08-24,10,69.9,1.89,1,3
81077,107,2,AirFast,2024-08-21,2024-08-24,2024-08-22,20,76.0,5.09,1,1
81078,107,4,RegionalX,2024-08-21,2024-08-25,2024-08-24,40,152.0,5.78,1,3
81079,107,2,RegionalX,2024-08-21,2024-08-24,2024-08-23,20,76.0,3.25,1,2
81080,115,4,GroundCo,2024-08-22,2024-08-27,2024-08-26,100,699.0,20.86,1,4
81081,103,4,GroundCo,2024-08-22,2024-08-27,2024-08-27,75,56.25,1.51,1,5
81082,104,2,GroundCo,2024-08-22,2024-08-28,2024-08-27,20,9.0,0.2,1,5
81083,108,1,RegionalX,2024-08-22,2024-08-27,2024-08-25,40,216.0,11.63,1,3
81084,111,2,RegionalX,2024-08-22,2024-08-25,2024-08-25,50,475.0,20.04,1,3
81085,113,4,GroundCo,2024-08-23,2024-08-29,2024-08-28,100,295.0,10.52,1,5
81086,111,1,RegionalX,2024-08-23,2024-08-26,2024-08-25,10,95.0,3.74,1,2
81087,102,3,AirFast,2024-08-23,2024-08-24,2024-08-24,25,40.0,2.75,1,1
81088,102,3,RegionalX,2024-08-23,2024-08-28,2024-08-26,25,40.0,1.78,1,3
81089,105,3,GroundCo,2024-08-24,2024-08-28,2024-08-30,50,325.0,9.26,0,6
81090,102,4,GroundCo,2024-08-24,2024-08-30,2024-08-28,50,80.0,3.15,1,4
81091,115,2,AirFast,2024-08-24,2024-08-25,2024-08-25,75,524.25,42.67,1,1
81092,103,4,GroundCo,2024-08-24,2024-08-28,2024-08-29,40,30.0,0.92,0,5
81093,115,4,RegionalX,2024-08-25,2024-08-29,2024-08-28,20,139.8,7.32,1,3
81094,110,3,RegionalX,2024-08-25,2024-08-29,2024-08-27,10,82.5,3.82,1,2
81095,111,4,AirFast,2024-08-25,2024-08-28,2024-08-27,10,95.0,6.25,1,2
81096,112,1,GroundCo,2024-08-25,2024-08-30,2024-08-30,100,1575.0,56.5,1,5
81097,103,3,RegionalX,2024-08-25,2024-08-30,2024-08-29,20,15.0,0.63,1,4
81098,108,3,AirFast,2024-08-26,2024-08-29,2024-08-27,10,54.0,3.52,1,1
81099,107,3,GroundCo,2024-08-26,2024-09-01,2024-08-29,75,285.0,8.7,1,3
81100,101,2,RegionalX,2024-08-26,2024-08-29,2024-08-28,50,60.0,2.38,1,2
81101,115,4,GroundCo,2024-08-27,2024-09-02,2024-09-01,10,69.9,2.27,1,5
81102,106,4,GroundCo,2024-08-27,2024-08-31,2024-09-03,25,247.5,9.15,0,7
81103,108,3,GroundCo,2024-08-27,2024-09-02,2024-09-01,40,216.0,9.05,1,5
81104,114,1,GroundCo,2024-08-27,2024-08-31,2024-08-30,20,92.0,2.76,1,3
81105,110,2,RegionalX,2024-08-28,2024-08-31,2024-08-30,100,825.0,40.16,1,2
81106,106,1,GroundCo,2024-08-28,2024-09-02,2024-09-01,75,742.5,30.42,1,4
81107,102,1,GroundCo,2024-08-28,2024-09-01,2024-09-02,20,32.0,0.98,0,5
81108,112,1,GroundCo,2024-08-28,2024-09-03,2024-08-31,100,1575.0,64.88,1,3
81109,106,2,GroundCo,2024-08-29,2024-09-04,2024-09-09,20,198.0,7.84,0,11
81110,108,3,RegionalX,2024-08-29,2024-09-01,2024-09-02,50,270.0,9.04,0,4
